ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6
6879,100000,1,2,1,52,0,0,0,0,0,0
6880,500000,2,2,1,40,-1,-1,-1,-1,-1,-2
6881,70000,2,3,2,42,0,0,0,0,0,0
6882,200000,2,1,1,38,-2,-2,-2,-1,2,-1
6883,230000,2,5,2,45,0,0,0,0,0,0
6884,200000,1,2,2,36,-1,-1,-2,-1,-1,-1
6885,110000,1,2,1,38,2,2,2,0,0,2
6886,260000,2,1,2,33,0,0,0,0,0,0
6887,50000,2,3,3,55,-1,-1,-1,0,0,2
6888,50000,1,2,2,44,0,0,0,0,0,0
6889,80000,1,2,2,23,0,-1,2,-1,-1,-2
6890,260000,1,1,2,29,-1,-1,-1,-1,-1,-1
6891,80000,1,1,2,31,0,0,0,0,0,0
6892,80000,2,1,2,29,0,0,0,0,0,0
6893,200000,2,5,1,36,-1,-1,-1,-1,-1,-1
6894,370000,2,2,2,29,4,3,2,0,0,0
6895,60000,2,1,1,43,2,2,2,2,2,2
6896,260000,1,1,2,29,1,2,-1,-1,-1,-2
6897,30000,1,2,2,35,3,2,2,0,0,0
6898,120000,1,2,2,32,1,2,2,2,2,2
6899,130000,2,3,2,39,0,0,0,2,0,0
6900,160000,2,3,1,38,-2,-2,-2,-2,-2,-2
6901,230000,2,2,2,31,-1,-1,-1,-1,0,0
6902,300000,2,1,2,26,0,0,-1,-1,0,-1
6903,180000,2,2,2,29,-2,-1,-1,-1,-1,-1
6904,80000,2,2,2,24,1,-2,-2,-1,-1,-1
6905,180000,2,4,1,30,0,0,0,-1,-1,-1
6906,50000,1,2,2,25,3,2,0,0,0,0
6907,10000,1,2,1,62,-2,-2,-2,-2,-2,-2
6908,50000,1,2,2,46,-1,-1,-1,-1,0,0
6909,90000,2,1,1,31,1,2,-1,0,0,-1
6910,30000,2,3,2,29,2,0,0,2,2,2
6911,180000,1,1,1,38,0,0,0,0,0,0
6912,150000,2,2,1,38,0,0,0,0,0,0
6913,590000,1,1,1,63,0,0,0,-1,0,0
6914,60000,1,2,1,39,0,0,0,0,0,0
6915,100000,1,2,2,27,2,0,0,3,2,0
6916,20000,2,2,2,25,-2,-2,-2,-2,-2,-2
6917,10000,1,1,2,22,2,2,2,0,0,2
6918,300000,1,1,2,26,2,2,2,0,0,2
6919,260000,2,2,2,40,0,0,0,0,0,0
6920,160000,2,3,1,28,0,0,0,0,0,0
6921,260000,2,1,2,32,-2,-2,-2,-2,-2,-2
6922,280000,2,1,2,29,-1,-1,-1,-1,-1,-1
6923,260000,2,1,2,35,1,-1,-1,-1,-1,-1
6924,240000,1,1,1,43,-2,-2,-2,-2,-2,-2
6925,50000,2,2,3,49,0,0,0,0,0,2
6926,260000,2,2,2,44,1,-2,-2,-2,-2,-2
6927,60000,2,2,2,24,2,2,2,0,0,2
6928,130000,2,2,1,26,0,0,0,0,0,0
6929,140000,2,1,2,31,0,0,0,0,0,0
6930,20000,1,3,2,39,2,0,0,0,0,0
6931,360000,2,1,2,35,1,-2,-2,-2,-2,-1
6932,220000,1,1,2,28,0,0,0,0,0,0
6933,500000,1,1,2,37,-1,-1,-1,-1,-1,-1
6934,50000,1,3,3,59,0,0,0,0,0,0
6935,210000,2,1,2,28,-1,-1,-1,-1,0,0
6936,200000,1,1,1,41,0,0,0,0,0,0
6937,370000,1,1,2,28,0,0,0,0,0,-1
6938,200000,1,2,2,27,1,2,2,2,2,2
6939,260000,1,1,1,51,1,-2,-2,-2,-2,-2
6940,50000,2,1,2,23,-1,-1,-1,-1,-1,-1
6941,260000,2,1,2,33,0,0,0,0,0,0
6942,230000,2,3,2,48,-1,-1,-1,-1,-1,-1
6943,20000,1,2,2,27,1,-2,-2,-2,-2,-2
6944,500000,1,2,2,33,0,0,0,0,0,0
6945,160000,2,2,1,50,-1,-1,-1,-1,-1,-1
6946,50000,1,2,2,25,0,-1,2,0,0,0
6947,220000,2,2,1,37,2,0,-1,-1,0,0
6948,150000,1,3,1,64,0,0,0,0,0,0
6949,180000,2,1,2,35,-1,-1,-1,0,-1,-1
6950,80000,2,2,1,40,0,0,-2,-2,-2,-2
6951,50000,2,3,2,27,0,0,0,2,2,2
6952,30000,2,2,2,26,1,2,2,0,0,0
6953,180000,2,2,2,31,0,0,0,0,0,0
6954,70000,1,3,1,64,0,0,0,0,0,0
6955,300000,2,1,2,33,-2,-2,-2,-2,-2,-2
6956,640000,2,1,1,50,-2,-2,-2,-2,-2,-2
6957,60000,2,1,2,28,1,-2,-2,-1,-1,0
6958,120000,2,2,2,24,2,0,0,0,0,0
6959,280000,2,1,2,27,-1,-1,-1,-1,-1,-1
6960,260000,2,1,2,32,0,0,0,0,-1,-1
6961,50000,1,2,3,34,0,0,0,0,0,0
6962,70000,1,2,2,47,1,2,0,0,2,2
6963,50000,1,1,2,38,-1,-1,-1,-1,-1,-1
6964,470000,1,1,1,40,2,0,0,0,0,0
6965,320000,2,1,1,41,-2,-2,-2,-2,-2,-2
6966,50000,2,3,2,23,0,0,0,0,0,0
6967,230000,2,3,1,32,-2,-2,-2,-2,-2,-2
6968,140000,2,2,2,29,0,0,0,0,0,0
6969,50000,1,2,2,25,0,0,2,0,0,0
6970,450000,2,1,2,45,1,-2,-2,-2,-1,-1
6971,500000,1,2,1,49,-1,-1,-1,-1,-1,0
6972,20000,1,2,2,37,0,0,-2,-1,0,0
6973,230000,1,1,1,38,-1,-1,-1,-1,-1,-1
6974,50000,1,2,2,24,1,3,3,2,2,0
6975,300000,1,2,1,31,-1,-1,-1,-1,-1,-1
6976,100000,2,3,1,36,2,2,2,2,2,2
6977,30000,1,2,2,27,0,0,0,0,0,0
6978,400000,1,2,1,44,-1,-1,0,0,0,-1
6979,170000,1,1,2,30,-1,2,2,-1,-1,-1
6980,340000,2,3,2,57,0,0,0,0,0,0
6981,210000,2,2,1,35,0,0,0,0,0,0
6982,80000,2,2,1,38,-1,-1,-1,-1,-1,-1
6983,20000,2,1,2,24,-1,-1,-1,0,0,0
6984,300000,2,1,1,51,-1,-1,-1,-1,-2,-2
6985,20000,1,3,2,43,-1,0,0,-1,0,0
6986,50000,1,1,1,40,0,0,0,0,0,0
6987,60000,2,1,2,27,-1,-1,-1,-1,-1,2
6988,60000,2,2,2,50,0,0,0,0,0,2
6989,50000,1,3,1,51,1,2,0,0,0,0
6990,120000,2,2,2,26,1,2,2,2,2,2
6991,20000,1,3,2,59,2,2,2,0,0,0
6992,240000,2,2,1,40,-1,-1,-1,-1,-1,-1
6993,420000,2,1,2,36,-2,-2,-2,-2,-2,-2
6994,180000,2,1,2,28,1,-2,-2,-2,-2,-2
6995,410000,2,3,2,28,2,2,2,2,0,0
6996,30000,1,1,2,41,0,0,0,2,2,0
6997,110000,1,2,2,25,2,0,0,0,0,0
6998,90000,1,1,2,33,-1,-1,-1,-1,-1,2
6999,220000,1,1,1,41,-1,-1,0,-1,-1,-1
7000,50000,2,3,1,57,2,0,0,0,0,0
7001,30000,2,3,2,22,0,0,0,0,0,0
7002,520000,1,1,1,55,-1,-1,-1,-1,-1,-1
7003,80000,2,3,1,39,2,2,2,2,2,2
7004,20000,1,3,2,58,0,0,-2,-2,-2,-2
7005,210000,2,1,2,29,-1,-1,-1,-1,2,-1
7006,100000,2,2,2,28,0,0,0,0,0,0
7007,320000,2,1,1,33,1,-2,-2,-1,-1,-1
7008,500000,2,2,1,44,0,0,0,0,0,0
7009,20000,2,3,1,41,0,0,0,0,0,2
7010,10000,1,2,1,59,0,0,0,0,0,0
7011,310000,1,3,1,43,-1,-1,-1,0,-1,-1
7012,200000,2,1,2,37,-1,-1,-1,-1,0,-1
7013,180000,1,3,2,29,-2,-2,-2,-2,-2,-1
7014,50000,1,2,1,32,0,0,0,0,0,0
7015,150000,2,2,2,41,-1,-1,-1,0,-1,-1
7016,500000,2,1,1,45,0,0,0,0,0,0
7017,230000,1,2,2,31,0,0,0,0,0,0
7018,20000,1,2,2,38,0,0,0,0,0,0
7019,190000,2,2,2,28,0,0,0,0,0,0
7020,20000,2,2,2,24,0,0,0,0,0,0
7021,170000,1,3,1,51,0,0,0,0,0,0
7022,210000,2,2,2,43,0,0,0,0,0,0
7023,100000,1,2,1,44,2,2,2,2,3,2
7024,260000,2,2,1,42,0,0,0,0,0,2
7025,200000,2,2,2,25,0,0,0,0,0,0
7026,90000,1,2,3,40,0,0,0,0,-1,-1
7027,470000,2,1,1,35,0,0,0,0,0,0
7028,270000,2,1,2,27,-1,0,0,0,0,2
7029,100000,1,1,1,49,0,0,0,2,2,2
7030,200000,2,1,2,40,1,-2,-2,-1,-1,-1
7031,70000,2,2,1,43,0,0,0,0,0,0
7032,200000,2,1,1,40,-1,-1,-1,-1,-1,-1
7033,50000,2,2,1,31,0,0,0,0,0,0
7034,90000,2,2,1,24,0,0,0,0,0,0
7035,50000,2,2,1,30,0,0,0,0,0,0
7036,240000,2,1,1,37,-1,-1,-2,-2,-2,-2
7037,140000,1,1,2,35,-1,-1,-1,-1,-1,-1
7038,120000,1,1,1,52,2,2,2,2,3,2
7039,460000,1,2,1,61,1,-1,-1,-1,-1,-1
7040,170000,2,2,1,25,0,-1,0,0,-1,-1
7041,500000,2,1,1,39,0,0,0,0,0,-1
7042,50000,1,2,1,51,0,0,0,0,0,0
7043,210000,2,1,2,26,1,-1,2,0,0,-2
7044,50000,1,1,2,24,0,0,0,0,0,2
7045,200000,2,2,1,42,-1,-1,-1,-1,-1,-1
7046,20000,2,1,2,26,-1,-1,-1,-1,-1,0
7047,80000,2,2,1,53,1,2,2,2,0,0
7048,430000,1,2,1,32,1,-1,-1,-2,-2,-2
7049,350000,2,1,2,44,3,2,2,2,2,2
7050,50000,2,2,1,34,-1,-1,-1,-1,-1,-1
7051,210000,2,3,1,55,0,0,0,0,0,0
7052,20000,1,2,2,51,-1,-1,-2,-1,-1,-2
7053,160000,2,2,2,29,0,0,-1,-1,-1,-1
7054,50000,2,3,1,46,2,0,0,2,2,0
7055,50000,2,1,2,24,0,0,0,0,0,0
7056,30000,1,3,2,31,3,2,0,0,0,2
7057,100000,1,1,2,29,2,2,2,2,2,0
7058,360000,1,2,2,28,0,0,0,0,0,0
7059,310000,2,2,1,34,0,0,-1,-1,-1,-1
7060,50000,2,2,3,30,2,2,0,0,0,0
7061,120000,2,2,1,37,0,0,0,2,0,0
7062,30000,2,2,2,29,1,2,0,0,0,2
7063,200000,2,2,2,30,0,0,0,0,0,0
7064,20000,1,3,2,37,0,0,0,-1,-1,-2
7065,50000,2,2,2,23,0,0,0,2,0,0
7066,70000,2,1,2,25,0,0,0,0,0,0
7067,290000,2,1,2,32,1,-2,-1,0,-1,-1
7068,90000,2,1,2,30,2,2,3,3,3,3
7069,150000,1,2,1,37,2,2,2,2,2,2
7070,90000,1,2,2,38,0,0,0,0,0,0
7071,80000,1,1,1,40,0,0,2,2,2,2
7072,100000,1,1,2,32,1,2,2,0,0,0
7073,200000,2,2,1,41,-2,-2,-2,-1,0,0
7074,140000,2,2,2,31,3,3,2,2,2,2
7075,110000,2,2,2,45,-1,-1,-1,0,0,0
7076,50000,2,3,3,43,0,0,0,0,0,0
7077,60000,2,2,1,42,0,0,0,0,0,0
7078,130000,1,1,1,40,0,0,0,0,0,-2
7079,320000,2,2,1,43,0,0,0,0,0,0
7080,120000,2,3,1,42,-1,-1,-1,0,-1,0
7081,450000,2,2,2,35,1,2,0,0,0,0
7082,200000,2,2,1,36,-1,0,0,0,0,0
7083,20000,1,1,2,31,1,3,2,0,0,-2
7084,410000,2,2,1,29,-2,-2,-2,-1,-1,0
7085,210000,2,1,1,40,0,0,0,0,0,0
7086,210000,2,1,1,36,1,-2,-2,-2,-2,-2
7087,130000,1,3,1,38,1,-2,-2,-2,-2,-2
7088,170000,2,1,2,27,-2,-2,-2,-2,-1,2
7089,190000,2,2,1,55,0,0,0,0,0,0
7090,230000,2,1,2,28,0,0,0,0,0,0
7091,120000,2,2,2,29,0,0,0,0,0,0
7092,50000,2,2,2,23,0,0,2,0,0,0
7093,220000,2,2,2,41,0,0,0,0,0,0
7094,320000,2,1,2,32,2,0,0,0,0,0
7095,160000,2,2,1,27,0,0,0,-2,-2,-2
7096,20000,2,2,2,23,0,0,0,0,2,0
7097,460000,2,1,2,34,1,-2,-2,-2,-2,-2
7098,490000,1,1,1,38,1,-2,-2,-1,0,0
7099,130000,2,2,1,47,0,0,0,0,0,0
7100,170000,1,2,2,41,0,0,0,0,0,0
7101,150000,2,2,2,24,0,0,0,0,0,0
7102,180000,2,1,2,33,-2,-2,-2,-2,-2,-2
7103,50000,1,3,2,35,0,0,0,-1,-1,-1
7104,240000,2,5,1,44,0,0,0,0,0,0
7105,390000,2,1,2,37,-1,-1,-1,-1,-1,-1
7106,50000,1,3,2,47,0,0,0,0,0,0
7107,310000,1,1,1,43,-2,-2,-2,-2,-2,-2
7108,100000,2,1,2,28,1,-1,-1,-2,-2,-2
7109,260000,2,1,2,36,-1,-1,-2,-2,-2,-1
7110,30000,2,2,2,28,0,0,0,0,2,2
7111,310000,1,2,2,27,-2,-2,-2,-2,-2,-1
7112,270000,1,1,2,40,0,0,0,0,0,0
7113,250000,2,1,1,30,-1,-1,-1,2,-1,-1
7114,130000,2,2,1,31,0,0,0,0,0,0
7115,220000,1,1,1,35,0,0,0,0,0,0
7116,60000,2,2,2,48,0,0,0,0,0,0
7117,120000,1,1,2,29,-2,-2,-2,-2,-2,-2
7118,30000,2,2,1,35,-1,-1,2,0,0,0
7119,130000,2,1,2,30,2,2,2,2,2,0
7120,100000,2,2,1,35,-1,-1,-1,0,0,-1
7121,200000,2,1,2,26,0,-1,-1,-1,-1,-2
7122,260000,2,2,1,47,0,0,0,0,0,0
7123,390000,1,1,1,45,2,2,0,0,0,0
7124,340000,2,1,2,42,0,0,0,-1,-1,-1
7125,140000,2,2,2,24,-2,-2,-2,-2,-2,-2
7126,220000,2,2,2,39,0,0,0,0,0,0
7127,20000,1,2,1,31,-1,-1,-1,-1,-1,-1
7128,500000,1,2,2,40,-1,-1,-1,-1,0,-1
7129,210000,2,2,1,33,0,0,0,0,0,-1
7130,340000,2,2,2,39,0,0,0,0,0,0
7131,130000,1,2,1,44,2,0,0,0,0,2
7132,200000,2,2,2,34,0,0,0,0,0,0
7133,150000,1,1,1,35,0,0,0,0,0,0
7134,50000,2,3,2,22,0,0,0,0,0,0
7135,60000,2,1,2,25,2,2,2,2,4,3
7136,60000,1,1,2,27,-1,-1,-1,-1,0,-1
7137,150000,2,3,1,29,0,0,0,0,0,0
7138,180000,1,1,1,38,2,2,2,2,2,2
7139,50000,1,2,2,22,0,0,0,0,0,0
7140,10000,2,3,1,48,0,0,0,0,0,0
7141,100000,2,2,2,24,0,0,0,0,0,0
7142,30000,2,2,2,21,-2,-2,-2,-2,-2,-2
7143,50000,1,3,1,51,0,0,0,0,0,0
7144,30000,1,2,1,39,0,0,0,0,2,0
7145,100000,2,2,2,30,2,2,2,2,2,2
7146,100000,1,2,2,35,2,2,2,0,0,2
7147,290000,1,2,1,37,-2,-2,-2,-2,-2,-2
7148,140000,2,2,1,42,0,-1,-1,0,0,0
7149,240000,2,1,1,39,1,-2,-2,-2,-2,-2
7150,380000,1,1,2,27,-1,2,-1,-1,-1,-1
7151,230000,2,3,1,54,-1,-1,-1,-1,-1,-1
7152,40000,2,1,2,24,0,0,0,0,0,0
7153,210000,2,1,1,34,0,0,0,0,0,0
7154,150000,2,2,1,37,0,0,0,0,0,-2
7155,70000,2,3,1,27,2,2,2,2,2,2
7156,80000,2,2,2,24,0,0,0,-2,-2,-2
7157,50000,1,2,2,30,0,0,0,0,0,0
7158,300000,2,2,2,27,-2,-2,-2,-2,-2,-2
7159,180000,2,2,2,30,0,0,0,0,0,0
7160,150000,2,1,2,35,-2,-2,-2,-2,-2,-2
7161,60000,1,1,2,24,0,0,0,0,0,0
7162,100000,2,2,2,37,0,0,0,0,0,0
7163,90000,2,2,1,26,2,0,0,0,0,0
7164,20000,1,2,1,43,0,0,0,0,0,0
7165,320000,2,1,2,32,-2,-2,-2,-2,-2,-2
7166,90000,2,3,1,68,-2,-2,-2,-2,-1,-1
7167,500000,1,2,2,36,1,-2,-1,0,0,0
7168,210000,1,1,1,37,-1,-1,-1,-1,-1,-1
7169,30000,1,2,2,29,2,0,0,-2,-2,-2
7170,20000,1,2,1,51,0,0,-2,-2,-2,-2
7171,50000,2,1,2,23,1,-2,-2,-2,-2,-2
7172,360000,2,3,1,39,-1,-1,-1,-1,-1,-2
7173,80000,2,3,1,28,0,0,0,0,0,-2
7174,150000,1,1,1,47,-1,-1,-1,-1,-1,-1
7175,20000,1,2,1,36,2,2,2,2,2,2
7176,150000,2,3,1,55,-2,-2,-2,-2,-2,-2
7177,340000,1,3,1,29,0,0,0,0,0,0
7178,500000,1,2,1,61,1,-2,-2,-2,-2,-2
7179,100000,2,3,1,33,0,0,2,0,0,2
7180,160000,1,2,1,62,-2,-2,-2,-2,-2,-2
7181,300000,2,1,1,42,-1,-1,-1,-1,-1,-1
7182,240000,1,1,2,34,0,-1,2,-1,0,0
7183,60000,2,2,1,30,2,0,0,0,0,0
7184,20000,2,2,2,21,0,0,0,-2,-2,-2
7185,80000,2,2,1,25,-1,2,2,0,0,0
7186,20000,1,2,1,47,-1,-1,-1,-2,-2,-2
7187,240000,2,1,1,35,-1,-1,0,-1,0,-1
7188,20000,1,2,2,25,1,2,2,2,2,0
7189,290000,1,2,1,33,0,0,0,0,0,0
7190,120000,2,1,2,33,0,0,0,0,0,0
7191,100000,2,2,2,33,0,0,0,0,0,0
7192,20000,1,2,1,42,0,0,0,0,0,0
7193,60000,2,2,1,49,1,2,2,2,0,0
7194,150000,2,2,2,26,0,0,0,0,0,2
7195,500000,1,1,1,57,-1,-1,-1,-1,-1,-1
7196,120000,2,2,2,24,0,0,0,0,0,-1
7197,80000,2,2,1,35,-1,-1,-1,-1,-1,0
7198,100000,2,3,1,39,0,0,0,0,0,0
7199,20000,1,1,1,53,0,0,0,0,0,0
7200,200000,2,2,1,33,0,0,0,0,0,0
7201,80000,1,1,1,39,0,0,0,2,0,0
7202,80000,1,1,2,33,0,0,0,0,0,2
7203,150000,1,1,2,26,0,0,0,2,0,0
7204,50000,1,2,1,50,0,0,0,0,0,0
7205,370000,2,1,2,28,-1,-1,-1,-1,-1,-1
7206,130000,2,2,2,25,0,0,0,0,3,2
7207,450000,2,1,1,41,-1,0,0,2,-1,-1
7208,200000,2,2,1,44,-1,2,-1,-1,0,0
7209,130000,1,1,2,30,0,0,2,0,0,0
7210,230000,2,5,2,23,0,0,0,0,0,0
7211,90000,2,1,2,29,0,0,0,0,0,0
7212,30000,1,3,1,53,-1,-1,-1,-1,-1,-1
7213,180000,1,2,1,43,-1,0,0,0,0,0
7214,140000,1,1,2,32,-1,-1,2,2,2,-1
7215,380000,1,1,1,52,1,-2,-2,-2,-2,-2
7216,30000,2,2,1,56,2,2,2,2,3,2
7217,80000,2,3,1,46,2,0,0,0,0,2
7218,60000,2,3,1,47,0,0,0,0,0,0
7219,290000,2,1,2,32,-2,-2,-2,-2,-1,0
7220,160000,2,2,1,26,-1,-1,-1,-1,-1,-1
7221,20000,1,1,2,28,0,0,0,0,0,0
7222,80000,2,3,1,65,0,0,0,0,0,0
7223,360000,2,1,1,34,-2,-1,-1,-1,0,0
7224,30000,2,1,2,44,1,2,0,-1,0,0
7225,140000,2,2,1,37,-1,-1,-1,-1,-1,-1
7226,150000,1,1,2,33,0,0,0,0,0,0
7227,130000,1,1,1,45,0,0,0,0,0,0
7228,410000,1,1,1,34,-1,0,0,0,0,-1
7229,70000,2,1,2,28,0,0,0,0,0,0
7230,30000,2,1,2,24,0,0,0,0,0,0
7231,50000,2,2,1,37,-1,-1,-1,-1,-2,-1
7232,180000,1,2,1,45,0,0,0,0,0,0
7233,30000,2,2,2,36,-1,-1,-1,0,0,-1
7234,20000,1,1,2,38,0,0,0,0,2,0
7235,30000,1,2,2,24,0,0,-2,-1,-1,-2
7236,20000,2,2,2,53,0,0,0,0,0,0
7237,280000,1,1,2,27,-1,-1,0,0,0,-1
7238,50000,2,2,1,28,0,0,0,0,0,0
7239,360000,1,1,1,34,1,-2,-2,-2,-1,-1
7240,190000,2,3,1,41,2,0,0,2,0,0
7241,180000,2,1,1,36,-2,-2,-2,-2,-2,-2
7242,60000,2,1,2,24,0,0,0,0,0,0
7243,320000,2,2,1,47,-1,-1,2,-1,2,-1
7244,10000,1,3,2,33,-1,-1,-1,-1,-1,-1
7245,200000,2,2,1,52,-1,-1,2,-1,-1,2
7246,50000,1,2,2,24,0,0,0,0,0,0
7247,180000,2,1,2,25,-2,-2,-2,-2,-2,-2
7248,20000,1,2,2,24,2,2,2,2,4,3
7249,300000,2,2,1,28,2,0,0,0,0,0
7250,90000,2,1,2,28,-1,-1,-2,-2,-2,-2
7251,160000,2,2,2,23,-1,2,0,0,0,-1
7252,20000,1,2,2,39,0,0,0,0,0,0
7253,150000,2,2,2,28,-1,-1,-1,-1,-1,-1
7254,50000,1,3,2,26,1,2,3,2,0,0
7255,60000,1,3,3,43,0,0,0,0,0,0
7256,210000,2,1,1,54,0,0,0,0,0,-1
7257,150000,1,2,2,27,0,0,0,0,0,0
7258,60000,2,2,2,24,0,0,0,0,0,0
7259,210000,2,2,1,35,0,0,-1,-1,-1,0
7260,210000,1,2,2,28,-2,-2,-2,-2,-2,-2
7261,360000,2,3,1,31,-1,-1,-1,-1,-1,-1
7262,10000,1,1,2,25,0,0,2,3,2,0
7263,140000,2,1,2,32,0,0,0,0,2,2
7264,100000,2,1,2,33,1,2,0,0,0,0
7265,50000,1,2,2,23,-1,-1,-1,0,0,-1
7266,360000,2,3,2,42,-2,-2,-2,-2,-2,-2
7267,360000,1,2,1,42,1,-2,-2,-2,-2,-2
7268,30000,2,2,2,27,0,0,0,0,0,-2
7269,20000,1,2,2,36,2,2,2,0,0,0
7270,260000,2,1,1,42,0,-1,-1,0,-1,-1
7271,100000,2,1,2,38,2,2,2,2,2,2
7272,340000,2,2,2,39,-2,-2,-1,-1,0,0
7273,50000,2,1,2,31,1,2,0,0,2,2
7274,180000,2,2,1,32,0,0,0,0,-2,-2
7275,360000,2,1,2,33,-1,-1,-1,0,0,-1
7276,60000,2,2,1,35,0,0,0,0,0,2
7277,20000,2,3,1,28,1,2,2,0,0,-1
7278,150000,2,1,1,44,1,2,2,-1,-1,2
7279,150000,1,1,1,50,0,0,0,0,0,0
7280,300000,1,1,2,32,0,0,-1,0,0,-1
7281,420000,2,3,2,35,0,0,0,0,0,0
7282,500000,1,1,2,34,0,0,0,0,0,0
7283,150000,2,2,2,30,0,0,-2,-2,-2,-2
7284,50000,1,3,1,54,0,0,0,3,2,2
7285,110000,2,2,2,24,1,2,2,0,0,-1
7286,150000,2,2,1,38,-2,-2,-2,-2,-2,-2
7287,80000,1,1,2,26,0,0,0,0,0,0
7288,150000,2,3,1,34,0,0,-1,-1,-1,-1
7289,50000,2,2,2,39,0,0,-2,-2,-2,-2
7290,20000,1,2,2,33,0,0,0,0,0,0
7291,80000,2,2,2,33,0,0,0,0,0,0
7292,150000,1,1,1,41,2,2,2,0,0,2
7293,240000,2,3,1,41,1,-2,-2,-1,0,0
7294,100000,2,2,1,27,-2,-2,-2,-2,-2,-2
7295,130000,2,2,1,45,0,0,0,0,0,0
7296,20000,1,2,1,37,0,0,0,0,0,0
7297,340000,2,1,2,35,-1,-1,-1,-1,-1,-1
7298,430000,1,1,1,40,-1,-1,-1,-1,-1,-1
7299,110000,2,1,1,57,0,0,0,0,0,0
7300,90000,2,3,1,49,0,0,0,0,0,-1
7301,10000,2,1,2,26,0,-1,-1,0,0,0
7302,100000,1,1,2,32,-1,-1,-2,-2,-2,-2
7303,390000,2,1,1,34,-2,-2,-2,-1,-1,0
7304,130000,2,2,2,43,-1,-1,-1,-1,0,-1
7305,180000,2,2,1,37,0,0,0,0,0,0
7306,50000,1,2,3,51,0,0,0,0,0,0
7307,80000,2,2,1,30,0,0,0,0,0,0
7308,30000,2,3,2,33,1,2,2,0,0,2
7309,150000,2,1,2,30,-1,-1,-1,0,0,-1
7310,230000,1,2,2,46,1,-1,-1,-1,-1,-1
7311,90000,2,2,2,23,2,3,3,2,2,2
7312,80000,2,2,3,30,0,0,0,0,0,0
7313,700000,1,1,2,35,-1,0,-1,0,0,0
7314,30000,2,2,2,22,0,0,0,0,0,-2
7315,90000,2,1,1,28,-1,0,0,0,0,0
7316,200000,1,2,2,44,-1,-1,-1,-1,-1,-1
7317,230000,1,2,1,50,0,0,0,0,0,0
7318,100000,1,1,2,54,0,0,0,0,0,0
7319,360000,2,1,2,28,0,0,0,0,0,0
7320,500000,1,1,1,43,1,-2,-2,-2,-2,-2
7321,240000,2,2,2,42,-1,-1,-1,-1,-1,-1
7322,360000,1,1,2,28,0,0,0,0,0,0
7323,360000,1,2,1,30,2,2,2,2,2,-2
7324,320000,1,1,1,43,0,0,0,0,0,0
7325,50000,2,2,1,40,0,0,0,0,-1,-1
7326,140000,2,2,2,31,0,0,0,0,0,0
7327,360000,2,2,1,30,0,0,-1,-1,-1,-1
7328,180000,2,1,2,27,-1,-1,-1,-1,-1,-1
7329,330000,2,1,1,40,-2,-2,-2,-1,-1,0
7330,140000,2,1,2,24,0,0,2,2,-2,-2
7331,360000,2,1,1,27,-2,-2,-2,-2,-2,-2
7332,150000,2,1,2,27,2,2,2,2,0,0
7333,220000,2,3,2,29,0,0,0,0,0,0
7334,260000,1,3,2,31,0,0,0,0,0,0
7335,30000,2,3,1,54,0,0,0,0,2,2
7336,580000,1,1,2,31,-1,-1,-1,-1,-1,-1
7337,50000,1,2,2,25,0,-1,-1,-1,-1,-1
7338,230000,2,1,1,36,-1,-1,2,-1,-1,-1
7339,20000,1,2,1,39,2,0,0,0,0,0
7340,110000,1,3,1,35,2,0,0,0,2,2
7341,240000,2,1,2,28,0,0,0,0,0,0
7342,50000,2,2,1,34,0,0,0,0,0,0
7343,20000,2,1,3,51,-1,-1,-1,-1,-1,-1
7344,190000,2,3,1,42,0,0,0,0,0,0
7345,100000,2,3,2,50,0,0,2,0,0,0
7346,500000,1,2,1,34,-2,-2,-2,-2,-2,-1
7347,170000,2,1,1,40,-1,-1,-1,-1,-1,-1
7348,150000,2,2,2,23,0,0,0,0,0,0
7349,30000,1,2,1,48,0,0,0,0,0,0
7350,80000,1,2,2,41,2,0,0,0,0,0
7351,340000,2,3,1,49,-2,-1,-1,-1,-2,-2
7352,210000,2,2,2,30,0,0,2,2,2,0
7353,30000,2,1,2,23,0,0,0,0,0,0
7354,230000,1,1,2,27,-1,-1,-1,-1,-1,-1
7355,20000,1,2,2,23,0,0,0,0,0,0
7356,70000,2,3,1,26,0,0,0,0,0,0
7357,310000,2,1,1,66,0,0,0,0,0,0
7358,80000,1,2,2,36,0,0,0,0,0,0
7359,150000,2,2,2,27,0,0,0,0,0,0
7360,20000,1,3,1,49,0,0,0,0,-1,-1
7361,220000,2,2,1,54,-1,-1,0,-1,-1,2
7362,150000,2,1,2,30,0,0,0,0,0,0
7363,530000,1,1,2,30,0,0,0,0,0,0
7364,150000,2,2,1,28,-1,-1,-1,0,0,0
7365,150000,2,1,2,29,-1,-1,-1,0,0,0
7366,420000,2,2,1,30,0,0,-1,0,0,-1
7367,80000,2,2,1,31,-2,-2,-2,-2,-2,-2
7368,100000,2,2,1,37,-1,0,0,0,0,0
7369,30000,2,2,2,27,2,2,2,2,2,2
7370,50000,1,2,1,37,0,0,0,0,-2,-2
7371,330000,2,1,2,39,-1,-1,-1,-2,-1,-1
7372,140000,2,2,2,36,0,0,2,2,0,0
7373,50000,2,2,1,34,0,0,0,0,0,0
